time,resultDescription
2025-09-01T05:45:51.0228623Z,"2025-09-01 05:45:51,022 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-12T14:52:35.8703028Z,"2025-09-12 14:52:35,869 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-09-12T14:57:33.3277541Z,"2025-09-12 14:57:33,327 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-12T15:08:42.5159891Z,"2025-09-12 15:08:42,504 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-12T15:10:44.9128209Z,"2025-09-12 15:10:44,912 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-12T15:13:23.0582952Z,"2025-09-12 15:13:23,057 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-12T15:13:57.1247626Z,"2025-09-12 15:13:57,123 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-12T20:12:11.4257401Z,"2025-09-12 20:12:11,416 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-12T20:16:36.000326Z,"2025-09-12 20:16:36,000 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-12T20:18:36.3632418Z,"2025-09-12 20:18:36,356 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-13T09:08:38.9257648Z,"2025-09-13 09:08:38,925 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-15T06:14:51.2192393Z,"2025-09-15 06:14:51,218 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-15T06:24:41.7651427Z,"2025-09-15 06:24:41,764 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-09-15T06:25:28.4749905Z,"2025-09-15 06:25:28,474 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-09-15T06:37:43.5165815Z,"2025-09-15 06:37:43,516 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-09-15T06:39:27.3351395Z,"2025-09-15 06:39:27,334 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-15T06:45:46.7128174Z,"2025-09-15 06:45:46,712 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-15T06:52:32.3009932Z,"2025-09-15 06:52:32,300 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-15T07:19:38.888859Z,"2025-09-15 07:19:38,888 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-15T07:27:53.9518753Z,"2025-09-15 07:27:53,951 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-15T07:29:47.0226835Z,"2025-09-15 07:29:47,022 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-15T07:39:18.9968618Z,"2025-09-15 07:39:18,996 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-15T07:45:47.0192021Z,"2025-09-15 07:45:47,019 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-15T07:46:27.394823Z,"2025-09-15 07:46:27,394 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-15T08:05:51.409458Z,"2025-09-15 08:05:51,409 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-15T08:07:48.9927444Z,"2025-09-15 08:07:48,991 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-15T08:14:11.8055655Z,"2025-09-15 08:14:11,805 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-15T08:31:19.7822015Z,"2025-09-15 08:31:19,781 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-15T08:57:46.5718811Z,"2025-09-15 08:57:46,571 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-15T09:02:59.8565521Z,"2025-09-15 09:02:59,848 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-09-15T09:28:30.3496498Z,"2025-09-15 09:28:30,349 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-15T09:55:19.6767422Z,"2025-09-15 09:55:19,676 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-09-15T09:56:59.8306231Z,"2025-09-15 09:56:59,830 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: default | Search Mode: database"
2025-09-15T10:00:20.0030482Z,"2025-09-15 10:00:20,002 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-15T11:10:12.8966897Z,"2025-09-15 11:10:12,896 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-15T11:25:38.9199303Z,"2025-09-15 11:25:38,919 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-09-15T12:21:50.5463204Z,"2025-09-15 12:21:50,545 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-15T12:44:03.3997825Z,"2025-09-15 12:44:03,399 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-15T12:49:51.4120889Z,"2025-09-15 12:49:51,411 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-15T12:52:06.4287Z,"2025-09-15 12:52:06,428 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-09-15T12:55:02.6898711Z,"2025-09-15 12:55:02,682 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-15T12:56:27.1696259Z,"2025-09-15 12:56:27,169 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-15T12:57:51.919335Z,"2025-09-15 12:57:51,919 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-09-15T12:58:37.7668112Z,"2025-09-15 12:58:37,766 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-15T13:35:21.4955865Z,"2025-09-15 13:35:21,494 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-15T13:40:41.4910997Z,"2025-09-15 13:40:41,490 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-15T13:42:40.7794323Z,"2025-09-15 13:42:40,779 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-15T13:42:53.1712091Z,"2025-09-15 13:42:53,170 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-15T13:43:30.2299209Z,"2025-09-15 13:43:30,229 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-15T13:44:31.3893576Z,"2025-09-15 13:44:31,389 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-15T13:45:20.5902665Z,"2025-09-15 13:45:20,589 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-15T13:49:30.836223Z,"2025-09-15 13:49:30,835 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-15T13:51:34.7397975Z,"2025-09-15 13:51:34,739 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-15T13:52:33.7316611Z,"2025-09-15 13:52:33,731 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-15T13:52:45.7340777Z,"2025-09-15 13:52:45,733 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-15T13:53:48.9516469Z,"2025-09-15 13:53:48,951 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-15T13:55:47.8406555Z,"2025-09-15 13:55:47,840 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-15T13:56:45.3663529Z,"2025-09-15 13:56:45,366 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-15T14:03:39.4536634Z,"2025-09-15 14:03:39,453 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-15T14:09:53.9622322Z,"2025-09-15 14:09:53,961 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-15T14:18:41.4500114Z,"2025-09-15 14:18:41,449 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-15T14:21:54.4692499Z,"2025-09-15 14:21:54,468 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-15T14:22:52.0919995Z,"2025-09-15 14:22:52,088 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-15T14:26:31.6583612Z,"2025-09-15 14:26:31,658 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-15T14:35:47.8688992Z,"2025-09-15 14:35:47,868 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-15T14:43:45.9672735Z,"2025-09-15 14:43:45,966 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-15T14:47:03.8732304Z,"2025-09-15 14:47:03,872 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-15T14:58:53.6104739Z,"2025-09-15 14:58:53,609 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-15T14:59:31.2656609Z,"2025-09-15 14:59:31,265 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-15T14:59:35.3357579Z,"2025-09-15 14:59:35,303 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-09-15T15:00:27.0035226Z,"2025-09-15 15:00:27,002 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-15T15:04:30.6384643Z,"2025-09-15 15:04:30,638 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-15T15:12:07.2359267Z,"2025-09-15 15:12:07,234 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-15T15:28:54.2157998Z,"2025-09-15 15:28:54,215 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-15T15:33:24.0246561Z,"2025-09-15 15:33:24,024 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-15T16:14:36.2833981Z,"2025-09-15 16:14:36,283 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T04:42:18.9751781Z,"2025-09-16 04:42:18,974 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T06:28:36.9591541Z,"2025-09-16 06:28:36,958 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-16T06:36:08.1496761Z,"2025-09-16 06:36:08,142 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T06:46:12.5232522Z,"2025-09-16 06:46:12,523 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T06:55:56.4140786Z,"2025-09-16 06:55:56,413 - INFO - src.routes.routes - Model: sonar-deep-research | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T07:02:57.2770162Z,"2025-09-16 07:02:57,271 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-09-16T07:09:44.5803059Z,"2025-09-16 07:09:44,577 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-09-16T07:12:19.3484626Z,"2025-09-16 07:12:19,348 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-09-16T07:14:32.5001658Z,"2025-09-16 07:14:32,499 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-16T07:15:32.6368861Z,"2025-09-16 07:15:32,636 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T07:28:33.3831082Z,"2025-09-16 07:28:33,382 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T07:49:32.9323969Z,"2025-09-16 07:49:32,932 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-09-16T07:55:06.9656722Z,"2025-09-16 07:55:06,965 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T07:59:01.5865042Z,"2025-09-16 07:59:01,574 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-16T08:01:26.1181486Z,"2025-09-16 08:01:26,117 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-16T08:16:16.560824Z,"2025-09-16 08:16:16,560 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-16T08:40:18.2892145Z,"2025-09-16 08:40:18,288 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T08:47:30.6864916Z,"2025-09-16 08:47:30,685 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T08:48:13.3013021Z,"2025-09-16 08:48:13,301 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-16T08:49:31.5298187Z,"2025-09-16 08:49:31,529 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T08:58:20.4777333Z,"2025-09-16 08:58:20,477 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-16T09:17:48.6966688Z,"2025-09-16 09:17:48,696 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T09:20:45.3629123Z,"2025-09-16 09:20:45,357 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T09:31:54.4768522Z,"2025-09-16 09:31:54,476 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-16T09:35:19.120883Z,"2025-09-16 09:35:19,120 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T09:36:10.9214424Z,"2025-09-16 09:36:10,921 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T09:48:33.7526342Z,"2025-09-16 09:48:33,751 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T10:12:19.3256925Z,"2025-09-16 10:12:19,324 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-16T10:13:00.3465834Z,"2025-09-16 10:13:00,345 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-16T10:17:37.533817Z,"2025-09-16 10:17:37,494 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-16T10:18:08.9520466Z,"2025-09-16 10:18:08,951 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T10:50:40.9058468Z,"2025-09-16 10:50:40,905 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-16T10:58:43.3937771Z,"2025-09-16 10:58:43,388 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-16T11:00:23.8950885Z,"2025-09-16 11:00:23,894 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-16T11:10:46.5704101Z,"2025-09-16 11:10:46,570 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T11:11:34.7915767Z,"2025-09-16 11:11:34,791 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-16T11:11:47.0956305Z,"2025-09-16 11:11:47,088 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T11:12:11.2058438Z,"2025-09-16 11:12:11,200 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-16T11:13:43.4690559Z,"2025-09-16 11:13:43,468 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T11:37:45.2260599Z,"2025-09-16 11:37:45,225 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-16T12:10:01.7581474Z,"2025-09-16 12:10:01,756 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T12:13:54.1049077Z,"2025-09-16 12:13:54,104 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T12:16:16.708957Z,"2025-09-16 12:16:16,708 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T12:17:19.0445844Z,"2025-09-16 12:17:19,044 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T12:19:06.9759905Z,"2025-09-16 12:19:06,975 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T12:28:31.1955768Z,"2025-09-16 12:28:31,195 - INFO - src.routes.routes - Model: sonar-reasoning | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T12:46:08.4147196Z,"2025-09-16 12:46:08,414 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T12:48:47.7203294Z,"2025-09-16 12:48:47,720 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T12:49:56.7776285Z,"2025-09-16 12:49:56,777 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T12:50:59.2940899Z,"2025-09-16 12:50:59,293 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T12:55:00.4151901Z,"2025-09-16 12:55:00,414 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T13:28:43.6818453Z,"2025-09-16 13:28:43,681 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-16T13:32:07.0486742Z,"2025-09-16 13:32:07,047 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-16T13:38:32.6683503Z,"2025-09-16 13:38:32,667 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-16T13:40:04.7271764Z,"2025-09-16 13:40:04,726 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T13:46:34.1261352Z,"2025-09-16 13:46:34,125 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T13:47:46.653689Z,"2025-09-16 13:47:46,652 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T13:59:47.3624893Z,"2025-09-16 13:59:47,356 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-16T14:06:41.7776038Z,"2025-09-16 14:06:41,776 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-16T14:16:28.7711334Z,"2025-09-16 14:16:28,770 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T14:20:48.0818482Z,"2025-09-16 14:20:48,081 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T14:29:28.1531456Z,"2025-09-16 14:29:28,152 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-16T14:33:33.7889213Z,"2025-09-16 14:33:33,788 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T14:39:38.0011616Z,"2025-09-16 14:39:37,999 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T14:42:43.4973292Z,"2025-09-16 14:42:43,497 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T14:51:43.8214342Z,"2025-09-16 14:51:43,821 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-09-16T14:57:05.9609867Z,"2025-09-16 14:57:05,960 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: True | Relevant Documents: 10 | Mode: public | Search Mode: database"
2025-09-16T15:12:46.6545354Z,"2025-09-16 15:12:46,654 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-16T15:23:11.7688492Z,"2025-09-16 15:23:11,768 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-09-16T15:23:57.9372565Z,"2025-09-16 15:23:57,930 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T15:24:43.1916688Z,"2025-09-16 15:24:43,191 - INFO - src.routes.routes - Model: sonar | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: internet"
2025-09-16T15:24:49.4281687Z,"2025-09-16 15:24:49,428 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-09-16T15:32:04.9291686Z,"2025-09-16 15:32:04,928 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode: public | Search Mode: "
2025-09-16T15:37:41.1357107Z,"2025-09-16 15:37:41,135 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-16T15:38:23.2724351Z,"2025-09-16 15:38:23,272 - INFO - src.routes.routes - Model: gpt-4.1 | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
2025-09-16T16:16:18.5588834Z,"2025-09-16 16:16:18,558 - INFO - src.routes.routes - Model: gpt-5-mini | Use Database: False | Relevant Documents: 10 | Mode:  | Search Mode: "
